relation,corr_wo_context,corr_w_context,supp_corr_wo_context,supp_corr_w_context,pval_wo_context,pval_w_context,supp_pval_wo_context,supp_pval_w_context
adj_antonym,0.9561780045702881,0.8459413174760415,0.5264156880009777,0.3679735593869667,0.0,0.0,0.0,8.114526076825828e-154
adj_comparative,0.954891092533945,0.7814612189326885,0.8601565641088105,0.6011002068253897,0.0,0.0,0.0,0.0
adj_superlative,0.9361613324701645,0.726763417818032,0.8074408578011549,0.5853111116804859,0.0,0.0,0.0,0.0
country_to_capital_wikidata,0.9827375104270872,0.8823832190018228,0.9404074195734932,0.8013592327192963,0.0,0.0,0.0,0.0
country_to_official_language_wikidata,0.9638058648271711,0.8423398123320377,0.9610590407635166,0.776304962054986,0.0,0.0,0.0,0.0
entity_to_pronoun,0.9579602244051049,0.6792279287601813,0.9177560290906359,0.33644893591419767,0.0,0.0,0.0,2.344565065412764e-127
general_copying_english_500,0.9498377439733223,0.6528535219007918,0.9714902224320554,0.7084816190858103,0.0,0.0,0.0,0.0
name_copying,0.9690720417814602,0.7046121581768248,0.9865185207120201,0.7188930656515984,0.0,0.0,0.0,0.0
object_superclass,0.9352535661504884,0.8087575400583462,0.8865329558661017,0.8247849432229675,0.0,0.0,0.0,0.0
product_by_company,0.95508921794132,0.9130738821161078,0.8824332869044297,0.7738273110937937,0.0,0.0,0.0,0.0
verb_past_tense,0.9264127082145984,0.7649324304008883,0.8402221276842274,0.6430337875956066,0.0,0.0,0.0,0.0
word_first_letter,0.914949855706915,0.6928945266601898,0.7789363209596056,0.5247596959720425,0.0,0.0,0.0,0.0
word_last_letter,0.6133686139098365,0.20269106257266714,0.7754481324491492,0.5404945449626348,0.0,1.1076527895324416e-45,0.0,0.0
word_to_compound,0.7966271695666062,0.6528718498357121,0.8040293433657115,0.5758924126497316,0.0,0.0,0.0,0.0
word_to_homophone,0.45950345126995884,0.37888549528091425,0.09641948020747532,0.04394219057377778,1.9819222486584386e-249,1.0698926678459019e-163,2.1715374129536903e-11,0.002326167531127995
word_to_synonym,0.9471730909836745,0.7869561536835112,0.8099594106843848,0.5895290844840702,0.0,0.0,0.0,0.0
work_location,0.8784949544740212,0.7279443949808733,0.8327167112980394,0.6230670165874164,0.0,0.0,0.0,0.0
year_to_following,0.9434471550191903,0.7434189918841395,0.753158692301385,0.5223173280738713,0.0,0.0,0.0,0.0
